t,stimulus,x,y,t.stim,subid
122.32,418293be3d9ffdbf88c35ae7635a445c_1920x1080.avi,0,1050,1.06667,ettest1-eye_data Samples.txt
122.354,418293be3d9ffdbf88c35ae7635a445c_1920x1080.avi,0,1050,1.1,ettest1-eye_data Samples.txt
122.387,418293be3d9ffdbf88c35ae7635a445c_1920x1080.avi,0,1050,1.13333,ettest1-eye_data Samples.txt
125.02,418293be3d9ffdbf88c35ae7635a445c_1920x1080.avi,0,1050,3.76667,ettest1-eye_data Samples.txt
125.053,418293be3d9ffdbf88c35ae7635a445c_1920x1080.avi,0,1050,3.8,ettest1-eye_data Samples.txt
125.087,418293be3d9ffdbf88c35ae7635a445c_1920x1080.avi,0,1050,3.83333,ettest1-eye_data Samples.txt
125.687,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,0,1050,0.0333333,ettest1-eye_data Samples.txt
125.72,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,0,1050,0.0666667,ettest1-eye_data Samples.txt
125.753,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,0,1050,0.1,ettest1-eye_data Samples.txt
125.787,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,0,1050,0.133333,ettest1-eye_data Samples.txt
127.12,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,0,1050,1.46667,ettest1-eye_data Samples.txt
127.153,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,0,1050,1.5,ettest1-eye_data Samples.txt
127.187,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,0,1050,1.53333,ettest1-eye_data Samples.txt
127.22,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,0,1050,1.56667,ettest1-eye_data Samples.txt
128.686,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,0,1050,3.03333,ettest1-eye_data Samples.txt
128.72,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,0,1050,3.06667,ettest1-eye_data Samples.txt
128.753,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,0,1050,3.1,ettest1-eye_data Samples.txt
128.786,83bb3da3d9c61ee7787571f0fbdab425_1920x1080.avi,0,1050,3.13333,ettest1-eye_data Samples.txt
133.719,62ba7a44a976837da1b6d07597873b09_1920x1080.avi,0,1050,3.46667,ettest1-eye_data Samples.txt
134.019,62ba7a44a976837da1b6d07597873b09_1920x1080.avi,0,1050,3.76667,ettest1-eye_data Samples.txt
134.052,62ba7a44a976837da1b6d07597873b09_1920x1080.avi,0,1050,3.8,ettest1-eye_data Samples.txt
134.086,62ba7a44a976837da1b6d07597873b09_1920x1080.avi,0,1050,3.83333,ettest1-eye_data Samples.txt
134.119,62ba7a44a976837da1b6d07597873b09_1920x1080.avi,0,1050,3.86667,ettest1-eye_data Samples.txt
135.852,dd7d08691831004659c0b151479cc1e2_1920x1080.avi,0,1050,1.13333,ettest1-eye_data Samples.txt
135.886,dd7d08691831004659c0b151479cc1e2_1920x1080.avi,0,1050,1.16667,ettest1-eye_data Samples.txt
135.919,dd7d08691831004659c0b151479cc1e2_1920x1080.avi,0,1050,1.2,ettest1-eye_data Samples.txt
135.952,dd7d08691831004659c0b151479cc1e2_1920x1080.avi,0,1050,1.23333,ettest1-eye_data Samples.txt
139.785,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,0,1050,0.633333,ettest1-eye_data Samples.txt
139.819,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,0,1050,0.666667,ettest1-eye_data Samples.txt
139.852,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,0,1050,0.7,ettest1-eye_data Samples.txt
139.918,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,0,1050,0.766667,ettest1-eye_data Samples.txt
140.318,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,0,1050,1.16667,ettest1-eye_data Samples.txt
140.352,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,0,1050,1.2,ettest1-eye_data Samples.txt
140.385,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,0,1050,1.23333,ettest1-eye_data Samples.txt
140.418,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,0,1050,1.26667,ettest1-eye_data Samples.txt
140.452,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,0,1050,1.3,ettest1-eye_data Samples.txt
140.485,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,0,1050,1.33333,ettest1-eye_data Samples.txt
141.485,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,0,1050,2.33333,ettest1-eye_data Samples.txt
141.518,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,0,1050,2.36667,ettest1-eye_data Samples.txt
141.552,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,0,1050,2.4,ettest1-eye_data Samples.txt
141.585,7af688500c83b5b6e665cffaabddb960_1920x1080.avi,0,1050,2.43333,ettest1-eye_data Samples.txt
144.318,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,0.733333,ettest1-eye_data Samples.txt
144.351,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,0.766667,ettest1-eye_data Samples.txt
144.385,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,0.8,ettest1-eye_data Samples.txt
144.418,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,0.833333,ettest1-eye_data Samples.txt
144.451,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,0.866667,ettest1-eye_data Samples.txt
144.818,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,1.23333,ettest1-eye_data Samples.txt
144.851,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,1.26667,ettest1-eye_data Samples.txt
144.885,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,1.3,ettest1-eye_data Samples.txt
144.918,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,1.33333,ettest1-eye_data Samples.txt
144.952,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,1.36667,ettest1-eye_data Samples.txt
146.651,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,3.06667,ettest1-eye_data Samples.txt
146.685,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,3.1,ettest1-eye_data Samples.txt
146.718,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,3.13333,ettest1-eye_data Samples.txt
146.751,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,3.16667,ettest1-eye_data Samples.txt
146.784,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,3.2,ettest1-eye_data Samples.txt
146.818,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,3.23333,ettest1-eye_data Samples.txt
146.851,f31dfa62be96d78750cc29c325dc369a_1920x1080.avi,0,1050,3.26667,ettest1-eye_data Samples.txt
